PuzzleId,FEN,Moves,Rating,RatingDeviation,Popularity,NbPlays,Themes,GameUrl,OpeningTags
KudiT,r5r1/p4Qbk/2p1pRpp/3p4/2qB4/2P5/P5PP/6K1 b - - 4 25,a8f8 f7g6 h7h8 g6h6 g7h6 f6h6,1999,78,92,561,deflection doubleCheck long mate mateIn3 middlegame sacrifice,https://lichess.org/yCEFAmf0/black#50,
iN6pd,2kr3r/ppp2pp1/1b4q1/3n4/2N1N3/1Q3PPp/PP5P/3R1R1K b - - 4 20,h8e8 d1d5 d8d5 c4b6 g6b6 b3d5,2001,76,95,107,advantage attraction discoveredAttack long middlegame queensideAttack,https://lichess.org/c40GXkQI/black#40,
bWNgm,6k1/2nq1pbp/p5p1/2pN1b2/8/6P1/Pr2QPBP/3RR1K1 w - - 0 23,d5f6 g7f6 e2b2 d7d1 b2b8 d1d8 b8d8 f6d8,2002,78,94,16681,advantage hangingPiece master middlegame veryLong,https://lichess.org/Z9Xyoqst#45,
i7oBJ,3rr3/pp3pkp/2p2np1/4q3/3NP3/1PQ3PP/P4PK1/3RR3 b - - 2 24,f6e4 d4e6 e8e6 c3e5 e6e5 d1d8,2002,175,88,15,advantage discoveredAttack long master middlegame pin,https://lichess.org/wmoVXdYK/black#48,
6l9yu,Q1br2k1/p3pp1p/6p1/8/N3P3/6q1/PP1KB1P1/R4R2 w - - 3 22,d2c1 g3e3 c1b1 e3e2 f1c1 e2d3,2003,76,83,325,advantage fork long middlegame,https://lichess.org/hbQftM0k#43,
PFngR,5rk1/ppp1rp1p/6p1/2pP4/4R2P/2N1P1q1/PPPQ4/4R1K1 w - - 6 24,g1h1 e7e4 c3e4 g3h4 h1g1 h4e4,2004,77,73,56,capturingDefender crushing exposedKing fork long middlegame,https://lichess.org/d4xWE0Ko#47,
TRzL2,6k1/prp2ppp/8/8/B2P4/2P5/P2BrPPP/R5K1 w - - 1 21,d2e3 e2a2 a1c1 a2a4,2005,75,96,1518,advantage endgame short,https://lichess.org/Xqg8kffd#41,
o1BWS,3r2k1/p4nbp/1p2Q1p1/2p1p3/4P3/1P1qBN1P/P4PP1/R5K1 b - - 2 23,d3e4 e6f7 g8f7 f3g5 f7e7 g5e4,2008,75,95,6356,attraction crushing fork long master middlegame sacrifice,https://lichess.org/5QP2tAGk/black#46,
NElZU,6k1/5pp1/3rp3/pB1p3p/P2P3q/1N2QP1P/5P2/7K w - - 0 30,b3c5 h4h3 h1g1 e6e5 b5d3 e5e4 c5e4 d5e4,2009,76,91,791,advantage endgame veryLong,https://lichess.org/SNqU0swy#59,
gJocR,3q1k2/2r2p2/Q3p3/p2pN2p/1p1Pb3/4P3/PP6/3K2R1 b - - 7 34,d8c8 a6d6 c7e7 e5c6,2009,74,90,187,crushing endgame master short,https://lichess.org/GXBhXl67/black#68,
DSpJL,8/8/8/6P1/1k1p1K2/pP6/P1bN4/8 w - - 2 41,d2e4 c2b3 a2b3 a3a2 g5g6 a2a1q,2009,85,87,94,advancedPawn crushing endgame long promotion sacrifice,https://lichess.org/2Q4OHN48#81,
RZ7qs,r4rk1/pp4p1/2nbp2p/1B1p4/1q6/2N1R3/PPP2PPP/1R1Q2K1 w - - 0 17,e3e6 d6h2 g1h2 b4h4 h2g1 h4f2,2013,110,89,24,advantage attraction kingsideAttack long middlegame sacrifice,https://lichess.org/25mwAvUh#33,Queens_Pawn_Game Queens_Pawn_Game_Levitsky_Attack
j38ED,8/1RB2r1k/1P2p2p/1q1pb3/3Pnp2/7P/2Q2PP1/6K1 w - - 0 32,d4e5 f4f3 b7a7 f3g2,2013,131,68,15,advancedPawn advantage endgame master short,https://lichess.org/xTQtiG6e#63,
koge9,r3k2r/5q2/p2p2p1/1p1N3p/4Pbn1/5N1B/PPP4P/1K1Q3R b kq - 5 23,g4f2 d1d4 e8g8 d4f2,2014,80,92,243,advantage fork middlegame short,https://lichess.org/uyI5C5Xw/black#46,
ktzKe,r3r2R/1p1b1pk1/p2p2p1/2pP4/Pq2PQ2/2N2nP1/1P6/R4B1K w - - 6 29,h8e8 a8e8 f4f3 e8h8,2014,76,92,744,advantage master middlegame short,https://lichess.org/Tkx8upNk#57,
3ede3,2r1br1k/pp2q2p/5b1P/3p1B2/3p1P2/8/PPPQ2R1/2K3R1 b - - 0 24,c8c4 g2g7 f6g7 h6g7 e7g7 g1g7,2018,75,95,915,advancedPawn advantage fork long middlegame sacrifice,https://lichess.org/c8OrFwAX/black#48,
1Ty7A,r2q2k1/5r1p/1p2Q1p1/p2p2bn/3B4/2P5/PP1N4/2K1RR2 b - - 3 25,a8a7 e6e8 d8e8 e1e8 f7f8 f1f8,2018,80,94,8820,kingsideAttack long mate mateIn3 middlegame,https://lichess.org/8JxE8X5Z/black#50,
qeqLc,5k2/3R1p2/6pp/8/2r3K1/1r6/1P2RPPP/8 w - - 2 35,f2f4 f7f5 g4h4 c4f4 g2g4 f4g4,2018,76,91,1299,deflection endgame long mate mateIn3 rookEndgame,https://lichess.org/Vl7UXdI9#69,
7wr0l,2r2rk1/pp4pp/3p2p1/3p2q1/3P3n/P1P2P2/1P2R1PP/RQ3NK1 w - - 7 21,b1c2 h4f3 g1h1 f3d4 c3d4 c8c2,2019,75,95,4979,crushing long middlegame pin,https://lichess.org/FQbWaWdx#41,
mT6Xk,8/4k3/p5p1/2PK4/P7/8/8/8 w - - 2 41,d5e5 e7d7 a4a5 d7c6,2022,74,88,145,crushing endgame master pawnEndgame short,https://lichess.org/OqoXtVHS#81,
cNViN,5rk1/p4p1p/5p2/3b4/8/3B2q1/2P1Q1Pb/1R3R1K w - - 0 24,d3e4 g3h4 e2g4 h4g4,2023,75,92,1964,crushing middlegame short,https://lichess.org/9ppB6fR6#47,
RqTB9,8/8/5p2/p7/P2k1PP1/1P2pK2/8/8 w - - 2 66,g4g5 f6g5 f4g5 d4d3 g5g6 e3e2 f3f2 d3d2 g6g7 e2e1q,2023,78,92,1019,advancedPawn crushing endgame pawnEndgame promotion veryLong,https://lichess.org/Zd88CTSA#131,
zIS2d,8/p4BkR/8/3p3R/8/6PK/P2r3P/4q3 b - - 2 42,g7f6 h5h6 f6f5 g3g4 f5g5 h6g6 g5f4 g6f6 f4e3 f6e6 e3d4 e6e1,2024,86,70,37,crushing endgame exposedKing skewer veryLong,https://lichess.org/LCpTdNa3/black#84,
TLLI1,1rbq1rk1/p1p2ppp/8/2bB4/5B2/8/PPP2PPP/R2QK2R w KQ - 1 12,d5f7 g8f7 d1h5 f7g8 h5c5 f8f4,2025,75,88,224,advantage discoveredAttack hangingPiece long middlegame,https://lichess.org/j3XtHqDm#23,Scotch_Game Scotch_Game_Classical_Variation
eTwUT,4kb1r/3q1p2/1np2Q2/1p1pP2p/rP1P4/2P4P/3B2P1/R4RK1 b k - 2 26,h8g8 e5e6 f7e6 a1e1,2026,76,94,2409,advantage master middlegame short,https://lichess.org/RSJcHx8L/black#52,
rdEGN,8/2b5/2pnk3/1pPp2p1/p2P1pP1/1P1K1P2/P1NN4/8 b - - 0 36,a4b3 c5d6 b3c2 d6c7 c2c1q c7c8q,2026,75,89,181,advancedPawn advantage endgame long promotion,https://lichess.org/ZRjZb0ZC/black#72,
BHmw8,r5rk/2n4q/2Q2R1p/ppP3p1/1P6/4B3/6PP/6K1 b - - 0 28,h7b1 f6f1 b1d3 c6h6 d3h7 e3d4,2026,83,91,5268,advantage defensiveMove discoveredAttack exposedKing long middlegame,https://lichess.org/blbvK8JN/black#56,
i0afU,2br2k1/p1p4p/5Qp1/2pq1p2/3P1P2/1PP5/P2K3P/R5R1 w - - 0 28,d2c2 d5e4 c2b2 e4e2 b2a3 d8d6 f6d6 c7d6,2027,78,86,171,advantage endgame veryLong,https://lichess.org/62CbxDuX#55,
bjSSZ,1rb2q2/4n1kp/3p2p1/8/p2pP1p1/3P2N1/P2Q2BP/5RK1 b - - 1 23,f8d8 g3h5 g6h5 d2g5 e7g6 g5d8,2027,78,93,5957,crushing long middlegame sacrifice,https://lichess.org/glZZKfiw/black#46,
BgOhO,8/p1Rr4/3P4/2PK1pk1/P7/4Pnp1/8/8 b - - 1 42,d7d8 c7g7 g5f6 g7g3,2027,80,91,1168,crushing endgame short skewer,https://lichess.org/ceHBRnWR/black#84,
uskSX,5r2/1p3r2/1kp5/p3R3/4P3/P2PQ2P/1qP3PK/8 b - - 2 30,b6a6 e5a5 a6a5 e3a7 a5b5 c2c4,2027,77,96,2785,attraction endgame long mate mateIn3 sacrifice,https://lichess.org/0VsNzh2p/black#60,
5nrsj,8/1RN5/5b2/3p1k2/3P2n1/1P2P3/P4p2/6K1 w - - 0 49,g1f1 f6h4 c7d5 g4h2 f1e2 f2f1q,2028,75,97,1319,advancedPawn crushing endgame exposedKing long promotion quietMove,https://lichess.org/DgjCVMMS#97,
pkJ4F,r3k2r/ppp1q3/2nb1n2/4p1B1/3pP3/3P2PP/PPP1B3/R2Q1RK1 b kq - 0 16,h8h3 g5f6 e7h7 f6h4 h3h4 g3h4,2030,83,91,2787,advantage long middlegame quietMove,https://lichess.org/w8OxKPBU/black#32,Kings_Gambit_Declined Kings_Gambit_Declined_Falkbeer_Countergambit
HH1HT,8/5pkp/4p1p1/1p1q4/1P6/2r3PP/4QP2/3R2K1 b - - 1 30,d5c4 e2e5 f7f6 d1d7 g7h6 e5f6 c3c1 g1h2 c1h1 h2h1,2030,78,85,55,advantage deflection endgame veryLong,https://lichess.org/5utUHjVU/black#60,
6Sni1,2r1k2r/5pp1/pq2pb1p/1p2n3/1P2Q3/P1N1P3/1B3PPP/3RK2R b Kk - 1 20,e5c4 c3d5 b6c6 b2f6,2032,132,0,12,advantage discoveredAttack middlegame pin short,https://lichess.org/56hD3x0K/black#40,
l21tn,rn3k2/p2bbrn1/2p2pQ1/q1Pp1N1N/3P1PP1/7P/P6K/R1B2R2 b - - 10 29,g7f5 g4f5 a5c3 f1g1,2034,77,92,2591,crushing defensiveMove middlegame short,https://lichess.org/8CwkkFQT/black#58,
fxAoL,6k1/1bpq1pP1/pb1p1P1p/1p6/8/P2Q4/1Pn2P2/RN2RK2 w - - 1 26,d3c2 d7h3 f1e2 h3f3 e2d2 f3f2,2035,76,84,135,advantage deflection long middlegame,https://lichess.org/3w5SL6W9#51,
rLK1W,r1r5/PQpkqb2/1pp1np2/1p2B1p1/1P2P1P1/1R1P1N2/2P2P2/R5K1 w - - 3 30,d3d4 e6d8 b7a6 f7b3,2041,74,93,10641,advantage discoveredAttack middlegame short,https://lichess.org/s8Kec7hu#59,
8DPqv,r1r3k1/2q1pp1p/p2p1bp1/3P3P/1p4P1/5P2/PPPQB3/2KR3R w - - 0 18,h5g6 f6g5 g6f7 g8f8 e2d3 g5d2,2043,76,91,870,advantage defensiveMove long middlegame pin,https://lichess.org/IqHpDT78#35,Sicilian_Defense Sicilian_Defense_Hyperaccelerated_Fianchetto
AJrUA,2kr4/1pp5/p1p1P2p/6p1/8/3q1RKP/PP1B1Q2/8 b - - 1 36,d3d2 f2d2 d8d2 f3f8 d2d8 e6e7 d8e8 f8e8,2046,75,94,12426,advancedPawn crushing endgame veryLong,https://lichess.org/QKUEUsXe/black#72,
HD28e,r2qk2r/pp2bppp/2n5/3pP3/3P2b1/3B1N2/P1P3PP/R1BQ1RK1 b kq - 0 11,c6d4 f3d4 g4d1 d3b5,2047,74,69,223,crushing master opening sacrifice short,https://lichess.org/fr819NbY/black#22,Vienna_Game Vienna_Game_Vienna_Gambit
KpBsS,2r1k2r/2q1B1p1/p2pQ2p/8/8/8/PPP2PPP/R5K1 b k - 0 18,c7d7 e6g6 e8e7 g6g7 e7d8 g7h8,2047,75,94,6673,crushing endgame exposedKing interference long sacrifice,https://lichess.org/XRrLcryd/black#36,Sicilian_Defense Sicilian_Defense_Closed
JUXsg,1rb1kbnr/3p2pp/p3P1q1/1ppQ1p2/B7/8/PPP2PPP/RNB2RK1 b k - 0 12,b5a4 e6d7 c8d7 d5e5 e8f7 e5b8,2049,75,92,392,advancedPawn advantage fork long opening,https://lichess.org/Ab7Sy17g/black#24,Ruy_Lopez Ruy_Lopez_Morphy_Defense
FJace,3r4/p2n1p2/1p1nkPp1/1PpR2Pp/P1Pp1P2/4b1K1/1B2R3/8 b - - 5 45,d6b7 b2d4 c5d4 d5d4 d7e5 d4d8,2050,79,81,49,advantage long middlegame pin,https://lichess.org/0ABOr7IA/black#90,
c2yHR,8/5p2/P7/bB1p2pk/3Pp3/4P2K/5r1P/1R6 w - - 0 42,a6a7 a5c7 b5e2 f2e2 a7a8q g5g4,2052,75,95,1279,endgame long mate mateIn3,https://lichess.org/6VxaqBIV#83,
88mQa,8/8/3R1pk1/2P2Rp1/6Pp/5K1P/2r2r2/8 w - - 4 49,f3e3 f2f5 g4f5 g6f5 d6d5 f5e6,2054,79,85,48,advantage endgame long rookEndgame,https://lichess.org/rV8JWLwM#97,
HsrJJ,r2q1rk1/1p2bppp/p3p3/n2bR3/P2P4/2PB1N2/3B1PPP/R2Q2K1 b - - 2 18,a5b3 e5d5 d8d5 c3c4 d5d7 d1b3,2054,82,90,762,crushing interference long middlegame sacrifice,https://lichess.org/KeaeLG9K/black#36,Sicilian_Defense Sicilian_Defense_Alapin_Variation
bix4y,8/8/k1p1p1p1/2P2pp1/pP1P2P1/P2K1P2/8/8 b - - 1 36,a6b5 d3c3 b5a6 c3c4 a6a7 b4b5,2056,79,91,232,crushing endgame long pawnEndgame zugzwang,https://lichess.org/D3q1Ymdt/black#72,
JrBdz,r5r1/2q2k2/2b2n2/2np1p2/pN3Pp1/6P1/PP1QPNB1/2KR3R w - - 4 33,b4d5 c5b3 a2b3 c6d5 d2c3 c7c3 b2c3 d5g2,2059,86,77,41,advantage discoveredAttack intermezzo middlegame queensideAttack veryLong,https://lichess.org/Tm2QLaWc#65,
GZz85,r2q1rk1/ppp3pp/1bn5/3pP1Nn/3P1pb1/2PBB3/PP4PP/RN2QRK1 w - - 0 13,g5h7 c6e5 d4e5 b6e3 e1e3 f4e3,2060,105,87,26,crushing kingsideAttack long middlegame,https://lichess.org/6x2SEenv#25,Kings_Gambit_Declined Kings_Gambit_Declined_Classical_Variation
aYwMv,1r2rnk1/pp1b1R1p/1n2p1N1/4q3/2Pp4/1P1B2P1/P2Q3P/5RK1 b - - 0 25,e5e3 d2e3 d4e3 g6f8 e8f8 d3h7 g8h8 f7f8 b8f8 f1f8,2061,94,84,242,crushing deflection discoveredAttack kingsideAttack middlegame veryLong,https://lichess.org/Lu71x7WR/black#50,
CarC9,3r1rk1/5ppp/p2Nbn2/q1b1p3/2p1P3/2P1B2P/1P1QBPP1/3R1R1K w - - 3 22,d6b7 d8d2 d1d2 c5e3 b7a5 e3d2,2065,77,87,321,attraction crushing long middlegame,https://lichess.org/aUTAJKUq#43,
qoJ33,8/8/pp4k1/5p2/PP1prR1P/6P1/5K2/8 w - - 4 48,a4a5 e4f4 g3f4 b6a5 b4a5 g6h5,2066,78,88,80,crushing endgame long rookEndgame,https://lichess.org/XLRB4ff2#95,
dLZPD,6k1/6n1/2PB1p2/3p1Pp1/3P2Pp/r6q/4B3/1Q2R1K1 w - - 2 39,c6c7 a3g3 d6g3 h4g3 c7c8r g8h7 c8h8 h7h8 b1b8 h8h7 b8g3 h3g3,2067,80,91,748,crushing middlegame veryLong,https://lichess.org/4YJvOmRX#77,
4RkE6,r2q1rk1/ppp2ppp/4bn2/6B1/4n2Q/2P2N2/PP2PPBP/3RK2R b K - 4 14,d8e7 h4e4 f6e4 g5e7,2068,73,94,11262,advantage middlegame short,https://lichess.org/huwPEoHz/black#28,Grob_Opening Grob_Opening_Grob_Gambit
JHLxW,2r2rk1/3Rn1b1/3R2np/p3p1pN/1p4P1/3QBp1P/qP3P2/6K1 b - - 0 28,a2a1 g1h2 f8f7 d6g6,2069,97,85,24,crushing defensiveMove middlegame short,https://lichess.org/32kbseCn/black#56,
rpHj3,2r5/kbr1qp2/pp2p1p1/1n1pP2p/R4P1P/1P1N2P1/1KP4R/4QB2 b - - 9 33,c7c2 h2c2 c8c2 b2c2,2070,75,84,95,advantage master middlegame short,https://lichess.org/5j7yn6KP/black#66,
FNIiq,r4rk1/pb1qnpp1/1p2p1np/4P3/2PPN3/3B1NP1/P1Q2PP1/1R2K2R w K - 2 21,h1h6 b7e4 d3e4 g7h6,2070,79,88,319,advantage intermezzo middlegame short,https://lichess.org/mBPxx534#41,
1UqnD,5rk1/1b4pp/p3p3/1p6/4N2q/3Q1P2/PP5P/2R4K b - - 0 25,f8f3 d3f3 h7h5 e4f6 h4f6 f3b7,2073,77,91,1091,crushing discoveredAttack endgame hangingPiece long,https://lichess.org/eO6OzSra/black#50,
zfQGt,5r1k/1pq3pB/p2p4/2pP4/5rP1/3Q1n2/PPP5/2K4R b - - 3 26,f3e5 h7g6 h8g8 h1h8 g8h8 d3h3 h8g8 h3h7,2073,76,89,498,attraction discoveredAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/9qNcspas/black#52,
rfooN,r4b2/ppp2kp1/2n2n2/3p1b2/3P1p1Q/q1P1pN2/PP2BPPP/2KR3R w - - 2 16,h4f4 a3c3 b2c3 f8a3,2074,88,68,69,clearance mate mateIn2 middlegame queensideAttack sacrifice short,https://lichess.org/SmHFW4Ds#31,Center_Game Center_Game_Other_variations
xO8g5,r4rk1/1bq1bppp/p2pp3/1pn3PQ/3BP3/1BN3R1/PPP2P1P/2KR4 b - - 6 16,g7g6 h5h7 g8h7 g3h3 h7g8 h3h8,2074,75,43,152,attraction kingsideAttack long mate mateIn3 middlegame sacrifice,https://lichess.org/5PyRz4uq/black#32,Sicilian_Defense Sicilian_Defense_Najdorf_Variation
ArCNy,6rk/2p1qp1p/1p2pN1B/pP6/P2PB3/2P3P1/6P1/R5K1 b - - 0 27,g8g3 h6f4 e7f6 f4e5 f6e5 d4e5,2075,77,88,481,crushing endgame fork long pin sacrifice,https://lichess.org/z6DyJAag/black#54,
pFFSC,4R3/8/5p2/7P/8/3p1kPK/5r2/8 w - - 0 58,h5h6 f2f1 h3h2 d3d2,2076,76,94,641,advancedPawn crushing endgame master quietMove rookEndgame short,https://lichess.org/O54r1epI#115,
SDdSV,4rb1r/ppk3pp/2p2p2/3p4/3Pq3/2RNP2Q/PP3PPP/4K2R b K - 5 19,f8b4 d3b4 e4b1 e1d2 b1b2 b4c2,2076,78,82,97,crushing defensiveMove hangingPiece long middlegame,https://lichess.org/jnbwnnIP/black#38,Queens_Pawn_Game Queens_Pawn_Game_Torre_Attack
izuZz,8/6pk/8/5RpP/3pp3/8/3r1PPK/8 w - - 0 49,f5g5 d2f2 g5g4 f2e2,2077,110,84,20,crushing endgame rookEndgame short,https://lichess.org/quVTuQca#97,
coYtM,r4r2/p1p1q1pQ/2p1bkBB/3pp3/8/2P5/PP4PP/RN4K1 w - - 4 19,g6h5 e6f5 h6g7 e7g7 h7g7 f6g7,2077,112,78,23,advantage long middlegame,https://lichess.org/gzduEgYX#37,
GSVIP,r2q1rk1/pp1b2p1/4p3/n4p2/3P4/P1PB1P2/2KQ1P2/6RR b - - 5 19,d8b6 g1g7 g8g7 d2g5 g7f7 h1h7 f7e8 g5e7,2078,78,88,343,attraction kingsideAttack mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/CEZ62TD6/black#38,French_Defense French_Defense_Steinitz_Attack
2xvdw,1br5/1pq5/p2k1Q2/P2pr3/B3p3/2P4P/1P5P/3R3K b - - 1 37,e5e6 d1d5 d6d5 f6d4,2080,79,83,205,attraction mate mateIn2 middlegame sacrifice short,https://lichess.org/7vRzk0R2/black#74,
7cD2n,8/8/4p1p1/p2p1k1p/P2K1P2/2R1P1PP/8/r7 w - - 7 42,c3c8 a1d1 d4c5 d1c1 c5b6 c1c8,2082,76,96,1115,crushing endgame long rookEndgame skewer,https://lichess.org/hPMvpvwl#83,
ZlEba,r4r1k/pp3ppp/2p2n2/4R3/1Pq5/2n2Q1P/P1B2PP1/R1B3K1 b - - 0 21,c4b4 c1d2 b4b2 f3c3 b2c3 d2c3,2084,78,88,1113,advantage long middlegame,https://lichess.org/ULdCaRft/black#42,
qcJGp,r4rk1/p1p2ppp/1p4n1/2bb2q1/3N4/2PQ1N2/PP3PPP/R1B1R1K1 b - - 3 15,g6f4 d3h7 g8h7 f3g5 h7g8 c1f4,2085,75,85,131,attraction crushing kingsideAttack long middlegame,https://lichess.org/JZjGqr97/black#30,Scotch_Game Scotch_Game_Other_variations
0B9eF,8/3k1p2/p2pP3/1p1P1K2/1b3P2/8/1B6/8 b - - 0 35,f7e6 d5e6 d7e7 b2f6 e7f8 f5g6,2087,77,86,52,bishopEndgame crushing defensiveMove endgame long,https://lichess.org/M591jEgY/black#70,
7ljub,2k1b3/ppq1b2p/8/2p1nP2/2NpPnQ1/1P1P3P/P1P2B1K/R7 w - - 0 25,g4f4 e5f3 h2g3 e7h4 g3f3 e8h5,2089,79,86,60,advantage long middlegame pin sacrifice,https://lichess.org/2Rgmi9u9#49,
ME0n8,2k3r1/p1p5/4b2p/4Q3/8/4Bq2/PP3P1P/2R3K1 w - - 2 30,g1f1 e6c4 c1c4 f3d1,2089,75,97,384,endgame mate mateIn2 sacrifice short,https://lichess.org/c85lxJEH#59,
Iqqbx,8/2Q1kp2/3p3p/4p3/1p2Bn1K/1P3P1P/6q1/8 b - - 9 47,e7f8 c7d6 f8g8 d6b8 g8g7 b8e5,2091,119,88,21,crushing endgame long,https://lichess.org/ukI5HxTW/black#94,
WcvkA,8/5p2/p5p1/4Q1kp/8/2P5/4KP1P/2q5 b - - 5 41,f7f5 h2h4 g5h6 e5h8,2091,77,95,506,endgame mate mateIn2 queenEndgame short,https://lichess.org/SyNQzAUy/black#82,
gdRYE,r3k2r/1p3p2/p1nQb1p1/q1BNb3/4P1P1/7P/PPP1B3/2KR3R w kq - 3 19,c5b4 e5d6 b4a5 c6a5,2092,75,92,653,advantage middlegame short,https://lichess.org/Dv6FdpQS#37,Pirc_Defense Pirc_Defense_Other_variations
XfTPW,3R4/6kp/6pb/p7/2q1P3/P2Q4/4KP2/5N1r b - - 1 50,c4a2 e2f3 h1h3 f1g3,2092,87,82,40,advantage defensiveMove endgame short,https://lichess.org/h1pDwfgJ/black#100,
ls4er,8/8/2p2k2/ppPp1Ppp/3P2P1/P1P3K1/8/8 w - - 0 36,g3f3 h5g4 f3g4 a5a4 g4f3 f6f5,2094,76,92,3159,crushing endgame long pawnEndgame quietMove zugzwang,https://lichess.org/Oi0nQ1R4#71,
kkaKP,7r/8/3p1pk1/Q2Pp3/1pP3p1/1P2R1P1/P4q1P/6RK w - - 1 38,g1g2 f2f1 g2g1 h8h2 h1h2 f1h3,2095,82,78,209,attraction deflection endgame long mate mateIn3 sacrifice,https://lichess.org/kvfrBT0g#75,
I2bGs,r5rk/pp1q1p2/3p1pnp/2pPp3/2P1P3/P1PB2Pb/5P1P/R2QR1NK w - - 7 18,d1h5 h3g2 h1g2 g6f4 g2h1 f4h5,2095,76,89,91,advantage attraction kingsideAttack long middlegame pin sacrifice,https://lichess.org/Zz5hgHLs#35,Nimzo-Indian_Defense Nimzo-Indian_Defense_Samisch_Variation
xOXEj,8/R6p/5p1k/8/2B1b2r/1P6/P4P2/6K1 w - - 2 39,g1f1 e4f3 f1e1 h4d4 c4e2 d4e4,2099,75,92,1852,advantage clearance endgame long pin quietMove,https://lichess.org/9dF9arNg#77,
zpG9W,rn2k2r/pppn1ppp/4p1b1/q1P3P1/4N3/P1NB1P2/1P1Q3P/R3K2R b KQkq - 0 15,g6e4 b2b4 e4d3 b4a5,2100,75,95,932,advantage middlegame short trappedPiece,https://lichess.org/T0aVBaXr/black#30,Blackmar-Diemer_Gambit_Declined Blackmar-Diemer_Gambit_Declined_Vienna_Defense
2yZEg,4r1k1/6pp/p1qp3r/1p6/3Q1N1n/1P4BP/P4PP1/R4RK1 w - - 0 30,a1c1 c6g2 f4g2 h4f3 g1h1 h6h3 g3h2 h3h2,2101,83,94,145697,arabianMate discoveredAttack fork mate mateIn4 middlegame sacrifice veryLong,https://lichess.org/Xpy6iRS3#59,
aPtpE,8/1r6/5R2/8/6pP/6k1/8/5K2 w - - 1 54,f1g1 b7b1 f6f1 b1f1 g1f1 g3h2 h4h5 g4g3 h5h6 g3g2 f1e2 g2g1q,2106,80,100,50,advancedPawn crushing deflection endgame exposedKing promotion rookEndgame veryLong,https://lichess.org/aE59KUcn#107,
UiSYi,8/8/p3BQbk/1p5p/8/3q2KP/P5P1/8 w - - 20 44,g3f4 d3f1 f4e5 f1a1 e5d5 a1f6,2107,75,81,130,crushing deflection endgame long skewer,https://lichess.org/KB8zQUbJ#87,
75gCE,2b3k1/1r4bp/2p3p1/p2P4/4p3/q1P2P2/B2QN1P1/K6R b - - 0 26,e4e3 d5c6 c8e6 c6b7 e3d2 b7b8q,2107,76,87,392,advancedPawn advantage discoveredAttack long middlegame promotion,https://lichess.org/GgGXAl2T/black#52,
roX8C,6k1/1pq2p2/p4Qp1/2pP2Pp/P1Pn4/7B/5P2/5K2 b - - 5 36,c7a5 h3e6 f7e6 f6g6,2108,87,92,68,advantage deflection endgame sacrifice short,https://lichess.org/XJMTo5l1/black#72,
JIVl7,2kr1b1r/pp1npppp/2q2n2/8/3N4/2N3P1/PPP1bP1P/R1BQ1RK1 w - - 0 12,d4c6 e2d1 c6d8 d1h5 d8f7 h5f7,2113,83,92,102,advantage long opening quietMove trappedPiece,https://lichess.org/C8Ky6xmp#23,Scandinavian_Defense Scandinavian_Defense_Modern_Variation
NDGIh,r4rk1/q6p/3p4/pp1P1b1N/6P1/P1Q5/1P3PBK/2R5 b - - 0 27,a7f7 g4f5 f7h5 g2h3 f8f5 c1g1 f5g5 g1g5 h5g5 h3e6 g8f8 c3h8 f8e7 h8a8,2115,107,64,19,crushing middlegame skewer veryLong,https://lichess.org/Za7mW6HX/black#54,
T05P6,8/8/8/5pk1/6p1/R3R1Kp/8/5r2 w - - 4 61,e3e2 f5f4 g3h2 g5h4 a3h3 g4h3,2115,75,96,1391,crushing endgame long rookEndgame,https://lichess.org/tMXXN8kb#121,
XWj3n,6K1/8/4N3/3k4/2q5/8/p7/2Q5 w - - 8 67,e6c7 d5d4 c7e6 c4e6,2116,76,84,120,crushing discoveredAttack endgame short,https://lichess.org/jPEwsjzd#133,
Ux6qe,3r4/pp3k1p/4p3/3nPr2/2Q3R1/5q2/P5RP/7K b - - 5 36,d8d7 g4g7 f7e8 c4c8 d7d8 c8e6 d5e7 e6e7,2119,78,94,13329,mate mateIn4 middlegame skewer veryLong,https://lichess.org/bJJFb51W/black#72,
Bp5pL,r4r2/pppq2b1/2n3k1/4PbBp/3PB1pP/2PQ2P1/PP6/R4RK1 b - - 2 19,a8e8 f1f5 f8f5 a1f1 e8e5 d4e5 d7d3 e4d3,2121,75,82,268,crushing middlegame pin sacrifice veryLong,https://lichess.org/zQMLeXJd/black#38,
57MQr,8/8/7R/1P4p1/5p2/6kP/1r4P1/5K2 w - - 1 43,b5b6 b2b1 f1e2 g3g2 e2d3 f4f3,2121,76,77,74,crushing deflection endgame long rookEndgame,https://lichess.org/gl9MHnd3#85,
RRBlG,r4rk1/pp6/2p1p3/3p3p/4P1n1/P1BP2q1/BPP1Q3/R4R1K w - - 0 24,f1f8 a8f8 e2g2 g3h4 h1g1 f8f2 c3d4 f2g2,2122,75,94,3790,crushing exposedKing kingsideAttack middlegame veryLong,https://lichess.org/lAvUzr6Z#47,
D2Haz,6k1/q3bpp1/3p3p/2pQ4/2P1PP2/1RBP3P/1P4K1/r7 w - - 1 36,b3b7 a7a4 b7b8 e7f8,2123,81,76,38,advantage defensiveMove endgame short,https://lichess.org/rcuo3hPh#71,
